"年月[西暦]","施設名称","施設所在地","施設方書","施設廃止日","緯度","経度"
"202307","医療法人社団晶仁会　新橋二丁目歯科","東京都港区新橋二丁目2番5号","丸山ビル4階","2023/6/30","35.667682","139.755215"
"202307","福島歯科医院","東京都港区新橋二丁目20番15号","新橋駅前ビル1号館226","2023/7/1","35.666214","139.759538"
"202307","大西歯科モノレールビル診療所","東京都港区浜松町二丁目4番12号","モノレールビル1階","2023/6/30","35.655269","139.756594"
"202307","汐留高橋歯科医院","東京都港区東新橋一丁目3番5号","久田ビル1階","2023/6/30","35.664014","139.758839"
"202307","岩崎歯科医院","東京都港区東新橋二丁目5番14号","MSK新橋ビル1階","2023/6/30","35.662911","139.757631"
"202307","医療法人社団ウケデンタルオフィス　宇毛デンタルオフィス表参道","東京都港区南青山三丁目13番22号","善光堂ビル4階","2023/6/30","35.665741","139.713440"
"202309","クロエ　クリニック　青山","東京都港区赤坂七丁目1番15号","アトム青山タワー2階","2023/9/3","35.674272","139.729645"
"202309","大門さくら歯科医院","東京都港区芝大門一丁目16番1号","穂積ビル2階","2023/9/7","35.657532","139.754364"
"202309","福沢歯科","東京都港区虎ノ門三丁目8番27号","巴町アネックス2号館1階","2023/8/31","35.666508","139.747589"
"202309","釜我歯科","東京都港区三田三丁目3番5号","菅谷ビル2階","2023/8/31","35.647156","139.743658"
"202310","青山一丁目麻布歯科","東京都港区赤坂八丁目5番32号","田中駒ビル1階","2023/9/30","35.671947","139.726372"
"202310","フェイストーク麻布十番矯正歯科","東京都港区麻布十番二丁目18番8号","ABAアサミビル5階","2023/9/26","35.654248","139.735894"
"202310","ドルミーレデンタルオフィス表参道","東京都港区北青山三丁目5番40号","YCビル2　1階","2023/9/30","35.666756","139.711733"
"202310","品川港南歯科クリニック","東京都港区港南二丁目5番11号","大三洋行品川ビル4階","2023/9/30","35.628488","139.743209"
"202310","歯科・芝クリニック","東京都港区芝五丁目5番2号","原野ビル2階","2023/9/30","35.650084","139.746826"
"202310","長坂歯科","東京都港区芝五丁目34番6号","新田町ビル2階","2023/9/30","35.645971","139.746722"
"202310","ルポール　デンタルクリニック","東京都港区白金台五丁目13番31号","白金台MHテラス102・103号室","2023/9/30","35.637925","139.722218"
"202310","白金しらゆり歯科","東京都港区高輪一丁目3番14号","田村高輪ビル4・5階","2023/9/30","35.643768","139.735619"
"202311","ドルミーレデンタルオフィス表参道","東京都港区北青山三丁目5番40号","YCビル2　1階","2023/10/1","35.666756","139.711733"
"202311","やすらぎ歯科虎ノ門","東京都港区虎ノ門一丁目1番25号","虎ノ門一丁目ビル9階902号","2023/10/31","35.670492","139.749856"
"202311","医療法人社団真善美会　ヴェナーロデンタルクリニック","東京都港区南青山二丁目12番15号","南青山2丁目ビル7階","2023/10/31","35.671275","139.720594"
"202311","卓也デンタルクリニック","東京都港区南麻布二丁目2番17号","第2ゴチョウビル2階","2023/11/23","35.649718","139.736292"
"202312","イガリ歯科医院","東京都港区浜松町一丁目27番8号","橋立ビル4階","2023/11/30","35.657010","139.755215"
"202312","阿部歯科医院","東京都港区東新橋一丁目10番2号","101","2023/12/15","35.660412","139.759693"
"202312","鳥和歯科医院","東京都港区三田三丁目14番11号","鳥和ビル3階","2023/11/30","35.644454","139.743787"
"202401","伊豆歯科医院","東京都港区新橋六丁目2番8号",,"2023/12/31","35.662366","139.752912"
"202401","医療法人社団洋空会　有栖川デンタルクリニック","東京都港区南麻布五丁目5番7号","ドリ-ムアンザイ3階","2024/1/20","35.653975","139.725954"
"202401","中野歯科医院","東京都港区元麻布二丁目2番1号",,"2024/1/31","35.654701","139.726585"
"202402","熱田歯科医院","東京都港区麻布十番一丁目4番3号",,"2024/2/1","35.657146","139.735412"
"202403","医療法人社団和裕会　ユナイテッドデンタルオフィス","東京都港区麻布台二丁目3番8号","丸山ビル1階","2024/3/12","35.658918","139.742909"
"202403","リンカク　デンタルクリニック","東京都港区北青山三丁目1番6号","316青山#408","2024/3/5","35.669110","139.714773"
"202403","Ｌａｇｆｏｒｍ　Ｔｏｋｙｏ　表参道ＦＭクリニック","東京都港区北青山三丁目5番40号","PRYME CUBE 表参道102号室、401号室","2024/3/20","35.666654","139.711671"
"202403","新橋ＤＤデンタルクリニック","東京都港区新橋二丁目2番5号","丸山ビル 4階","2024/2/29","35.667682","139.755215"

"歯科診療所廃止一覧(令和6年3月31日現在)","Ver202403",,,,,
