"年月[西暦]","調査項目","設問","調査回答者の属性種別","調査回答者の属性","調査数[人]","まちづくり・景観[人]","住宅対策[人]","道路・交通対策[人]","自転車対策[人]","防災・生活安全[人]","公園整備[人]","緑や水辺の整備[人]","ごみ・リサイクル[人]","地球温暖化対策[人]","環境保全・公害対策[人]","たばこ対策[人]","健康づくり[人]","区民参画・区民協働[人]","中小企業支援・商店街振興[人]","観光振興[人]","消費生活対策[人]","国際化・国際交流[人]","子育て支援[人]","学校教育の充実[人]","高齢者福祉[人]","障害者福祉[人]","低所得世帯への支援[人]","スポーツの振興[人]","生涯学習・文化振興[人]","男女平等参画の推進[人]"
"202003","区基本計画","Q13. 今後、港区が特に重点的に取り組むべきと思うものを選んでください。（５つまで選択可）","性・年代別","女性 18～29歳","28","8","7","5","4","11","3","8","2","4","3","5","4","1","4","2","0","7","7","4","4","4","3","2","1","2"
"202003","区基本計画","Q13. 今後、港区が特に重点的に取り組むべきと思うものを選んでください。（５つまで選択可）","性・年代別","女性 30～39歳","65","13","9","10","9","24","14","13","13","9","11","19","8","1","4","7","3","13","34","28","10","4","4","1","4","5"
"202003","区基本計画","Q13. 今後、港区が特に重点的に取り組むべきと思うものを選んでください。（５つまで選択可）","性・年代別","女性 40～49歳","95","27","13","17","21","39","18","20","20","11","6","19","10","3","9","7","9","17","28","22","24","7","11","6","9","8"
"202003","区基本計画","Q13. 今後、港区が特に重点的に取り組むべきと思うものを選んでください。（５つまで選択可）","性・年代別","女性 50～59歳","82","28","9","17","15","35","6","14","21","26","15","15","13","1","11","3","2","17","9","10","29","5","2","4","9","5"
"202003","区基本計画","Q13. 今後、港区が特に重点的に取り組むべきと思うものを選んでください。（５つまで選択可）","性・年代別","女性 60～69歳","55","17","6","12","12","17","5","7","16","18","12","14","10","3","4","3","2","3","11","6","25","8","7","3","4","1"
"202003","区基本計画","Q13. 今後、港区が特に重点的に取り組むべきと思うものを選んでください。（５つまで選択可）","性・年代別","女性 70歳以上","75","21","11","17","16","23","5","5","21","22","8","16","11","1","6","2","5","11","5","7","35","7","12","3","7","2"
"202003","区基本計画","Q13. 今後、港区が特に重点的に取り組むべきと思うものを選んでください。（５つまで選択可）","性・年代別","女性 無回答","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"202003","区基本計画","Q13. 今後、港区が特に重点的に取り組むべきと思うものを選んでください。（５つまで選択可）","性・年代別","無回答","10","3","2","1","0","2","1","0","3","0","1","2","2","0","0","0","0","0","0","0","6","1","0","1","2","0"
"202003","区基本計画","Q13. 今後、港区が特に重点的に取り組むべきと思うものを選んでください。（５つまで選択可）","職業別","自営業主・家族従業","92","29","11","22","27","27","10","13","23","27","14","15","7","2","19","6","3","13","17","12","25","8","5","3","8","7"
"202003","区基本計画","Q13. 今後、港区が特に重点的に取り組むべきと思うものを選んでください。（５つまで選択可）","職業別","会社員・団体職員・公務員","280","97","47","60","44","126","47","51","53","40","31","64","40","7","29","29","14","60","91","64","78","15","17","27","25","14"
"202003","区基本計画","Q13. 今後、港区が特に重点的に取り組むべきと思うものを選んでください。（５つまで選択可）","職業別","アルバイト・パートタイマー","58","14","11","8","10","19","6","6","15","18","6","12","6","0","6","1","4","5","16","8","22","8","5","4","4","1"
"202003","区基本計画","Q13. 今後、港区が特に重点的に取り組むべきと思うものを選んでください。（５つまで選択可）","職業別","家事専業","94","32","10","20","27","38","14","15","25","24","11","23","20","2","5","3","6","15","19","19","30","9","4","5","8","2"
"202003","区基本計画","Q13. 今後、港区が特に重点的に取り組むべきと思うものを選んでください。（５つまで選択可）","職業別","学生","20","8","3","3","3","7","5","8","3","2","2","5","4","1","2","4","0","4","5","3","0","1","2","1","1","2"
"202003","区基本計画","Q13. 今後、港区が特に重点的に取り組むべきと思うものを選んでください。（５つまで選択可）","職業別","無職","83","29","14","15","20","29","7","10","23","17","10","15","7","1","8","3","4","6","6","5","44","15","17","6","5","5"
"202003","区基本計画","Q13. 今後、港区が特に重点的に取り組むべきと思うものを選んでください。（５つまで選択可）","職業別","その他","26","4","2","4","10","3","1","3","5","7","4","8","4","0","3","0","3","2","4","1","13","2","5","1","1","3"
"202003","区基本計画","Q13. 今後、港区が特に重点的に取り組むべきと思うものを選んでください。（５つまで選択可）","職業別","無回答","5","2","0","0","1","2","1","0","2","0","2","1","2","0","1","0","0","0","0","0","2","0","0","0","1","0"
"202003","区基本計画","Q13. 今後、港区が特に重点的に取り組むべきと思うものを選んでください。（５つまで選択可）","居住地区別","芝地区","107","30","20","19","21","42","13","18","26","17","13","28","21","2","12","6","1","15","26","17","29","10","9","5","10","3"
"202003","区基本計画","Q13. 今後、港区が特に重点的に取り組むべきと思うものを選んでください。（５つまで選択可）","居住地区別","麻布地区","140","46","28","29","37","52","22","14","27","23","15","31","12","4","17","11","12","24","30","18","39","15","13","15","11","12"
"202003","区基本計画","Q13. 今後、港区が特に重点的に取り組むべきと思うものを選んでください。（５つまで選択可）","居住地区別","赤坂地区","88","32","12","19","22","31","12","15","17","19","14","19","14","0","10","8","2","14","30","11","31","8","7","2","8","2"
"202003","区基本計画","Q13. 今後、港区が特に重点的に取り組むべきと思うものを選んでください。（５つまで選択可）","居住地区別","高輪地区","155","51","18","40","34","65","18","18","40","37","12","26","19","4","24","10","10","28","28","28","66","13","11","11","11","6"
"202003","区基本計画","Q13. 今後、港区が特に重点的に取り組むべきと思うものを選んでください。（５つまで選択可）","居住地区別","芝浦港南地区","164","55","20","23","27","60","25","40","38","39","25","38","24","3","10","11","9","24","44","37","48","12","15","14","12","11"
"202003","区基本計画","Q13. 今後、港区が特に重点的に取り組むべきと思うものを選んでください。（５つまで選択可）","居住地区別","無回答","4","1","0","2","1","1","1","1","1","0","1","1","0","0","0","0","0","0","0","1","1","0","0","0","1","0"
"202003","区基本計画","Q13. 今後、港区が特に重点的に取り組むべきと思うものを選んでください。（５つまで選択可）","住居形態別","持家（一戸建）","95","32","15","21","19","35","10","11","23","21","8","20","13","5","15","8","6","13","20","15","41","12","13","7","6","3"
"202003","区基本計画","Q13. 今後、港区が特に重点的に取り組むべきと思うものを選んでください。（５つまで選択可）","住居形態別","持家（マンション）","302","106","27","63","61","128","42","57","72","75","43","67","44","6","30","19","17","55","63","43","107","26","10","22","27","15"
"202003","区基本計画","Q13. 今後、港区が特に重点的に取り組むべきと思うものを選んでください。（５つまで選択可）","住居形態別","借家（一戸建）","7","1","3","0","2","1","3","1","1","0","0","0","0","0","1","0","0","1","3","1","3","0","1","1","1","1"
"202003","区基本計画","Q13. 今後、港区が特に重点的に取り組むべきと思うものを選んでください。（５つまで選択可）","住居形態別","民間の賃貸マンション・アパート","171","49","33","33","39","57","24","28","39","27","21","35","17","2","21","14","7","29","55","43","36","12","17","15","12","8"
"202003","区基本計画","Q13. 今後、港区が特に重点的に取り組むべきと思うものを選んでください。（５つまで選択可）","住居形態別","都営住宅・区営住宅・区立住宅","28","11","7","4","5","10","3","3","4","3","3","5","6","0","2","0","2","3","2","0","14","4","8","1","3","4"
"202003","区基本計画","Q13. 今後、港区が特に重点的に取り組むべきと思うものを選んでください。（５つまで選択可）","住居形態別","ＵＲ（旧公団）・公社の賃貸住宅","18","5","6","4","7","6","2","2","4","3","2","6","4","0","0","3","1","2","4","2","6","2","1","0","0","1"
"202003","区基本計画","Q13. 今後、港区が特に重点的に取り組むべきと思うものを選んでください。（５つまで選択可）","住居形態別","社宅・公務員宿舎","20","6","3","5","4","8","6","2","2","1","1","7","2","0","2","2","0","2","7","5","2","0","1","0","3","1"
"202003","区基本計画","Q13. 今後、港区が特に重点的に取り組むべきと思うものを選んでください。（５つまで選択可）","住居形態別","寮・寄宿舎・住み込み・間借り","6","0","0","0","3","2","0","1","1","4","1","1","2","0","1","0","0","0","1","0","1","1","2","0","0","1"
"202003","区基本計画","Q13. 今後、港区が特に重点的に取り組むべきと思うものを選んでください。（５つまで選択可）","住居形態別","その他","5","2","2","0","1","2","0","0","1","1","0","1","0","0","1","0","1","0","3","2","1","0","1","1","0","0"
"202003","区基本計画","Q13. 今後、港区が特に重点的に取り組むべきと思うものを選んでください。（５つまで選択可）","住居形態別","無回答","6","3","2","2","1","2","1","1","2","0","1","1","2","0","0","0","0","0","0","1","3","1","1","0","1","0"
"202003","区基本計画","Q13. 今後、港区が特に重点的に取り組むべきと思うものを選んでください。（５つまで選択可）","定住意向別","ずっと住み続けていたい","366","121","56","68","83","134","50","53","83","77","42","75","57","9","41","30","19","57","72","56","134","40","37","24","28","20"
"202003","区基本計画","Q13. 今後、港区が特に重点的に取り組むべきと思うものを選んでください。（５つまで選択可）","定住意向別","当分は住んでいたい","224","70","26","47","43","99","28","37","54","44","29","54","28","3","26","15","7","41","65","40","63","13","14","13","20","11"
"202003","区基本計画","Q13. 今後、港区が特に重点的に取り組むべきと思うものを選んでください。（５つまで選択可）","定住意向別","しばらくは住むつもりだが将来は区外に転居したい","42","17","10","8","10","10","8","13","5","10","5","8","5","0","2","1","3","6","14","11","9","2","2","5","4","2"
"202003","区基本計画","Q13. 今後、港区が特に重点的に取り組むべきと思うものを選んでください。（５つまで選択可）","定住意向別","近いうちに区外に転居したいが、具体的な計画はない","2","0","0","1","1","1","0","1","1","1","1","0","0","0","1","0","0","0","0","0","1","1","0","0","0","0"
"202003","区基本計画","Q13. 今後、港区が特に重点的に取り組むべきと思うものを選んでください。（５つまで選択可）","定住意向別","近いうちに区外に転居する予定である","9","0","2","3","2","3","3","0","3","1","1","2","0","0","2","0","1","0","3","1","3","0","0","2","0","1"
"202003","区基本計画","Q13. 今後、港区が特に重点的に取り組むべきと思うものを選んでください。（５つまで選択可）","定住意向別","わからない","14","6","4","5","3","4","2","1","3","2","2","4","0","1","0","0","4","0","4","4","4","2","1","3","1","0"
"202003","区基本計画","Q13. 今後、港区が特に重点的に取り組むべきと思うものを選んでください。（５つまで選択可）","定住意向別","無回答","1","1","0","0","0","0","0","1","0","0","0","0","0","0","1","0","0","1","0","0","0","0","1","0","0","0"

"第32回港区民世論調査クロス集計表・区基本計画Q13","Ver202003",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
