"年月[西暦]","調査項目","設問","調査回答者の属性種別","調査回答者の属性","調査数[人]","知っている（使ったことがある）[人]","知っているが使ったことはない[人]","知らなかったが使ってみたい[人]","知らないし使ってみたいと思わない[人]","無回答[人]"
"202003","やさしい日本語","Q15. 区では、外国人の地域参画と協働を推進するために、地域社会の共通言語となる重要なコミュニケーションツールの一つとして、外国人にもわかりやすく表現された「やさしい日本語」の取組を実施しています。あなたは「やさしい日本語」を知っていますか。（１つ選択）","住居形態別","民間の賃貸マンション・アパート","171","8","26","101","29","7"
"202003","やさしい日本語","Q15. 区では、外国人の地域参画と協働を推進するために、地域社会の共通言語となる重要なコミュニケーションツールの一つとして、外国人にもわかりやすく表現された「やさしい日本語」の取組を実施しています。あなたは「やさしい日本語」を知っていますか。（１つ選択）","住居形態別","都営住宅・区営住宅・区立住宅","28","1","7","13","5","2"
"202003","やさしい日本語","Q15. 区では、外国人の地域参画と協働を推進するために、地域社会の共通言語となる重要なコミュニケーションツールの一つとして、外国人にもわかりやすく表現された「やさしい日本語」の取組を実施しています。あなたは「やさしい日本語」を知っていますか。（１つ選択）","住居形態別","ＵＲ（旧公団）・公社の賃貸住宅","18","2","5","7","4","0"
"202003","やさしい日本語","Q15. 区では、外国人の地域参画と協働を推進するために、地域社会の共通言語となる重要なコミュニケーションツールの一つとして、外国人にもわかりやすく表現された「やさしい日本語」の取組を実施しています。あなたは「やさしい日本語」を知っていますか。（１つ選択）","住居形態別","社宅・公務員宿舎","20","1","2","12","5","0"
"202003","やさしい日本語","Q15. 区では、外国人の地域参画と協働を推進するために、地域社会の共通言語となる重要なコミュニケーションツールの一つとして、外国人にもわかりやすく表現された「やさしい日本語」の取組を実施しています。あなたは「やさしい日本語」を知っていますか。（１つ選択）","住居形態別","寮・寄宿舎・住み込み・間借り","6","0","2","2","2","0"
"202003","やさしい日本語","Q15. 区では、外国人の地域参画と協働を推進するために、地域社会の共通言語となる重要なコミュニケーションツールの一つとして、外国人にもわかりやすく表現された「やさしい日本語」の取組を実施しています。あなたは「やさしい日本語」を知っていますか。（１つ選択）","住居形態別","その他","5","0","0","4","1","0"
"202003","やさしい日本語","Q15. 区では、外国人の地域参画と協働を推進するために、地域社会の共通言語となる重要なコミュニケーションツールの一つとして、外国人にもわかりやすく表現された「やさしい日本語」の取組を実施しています。あなたは「やさしい日本語」を知っていますか。（１つ選択）","住居形態別","無回答","6","0","0","4","0","2"
"202003","やさしい日本語","Q15. 区では、外国人の地域参画と協働を推進するために、地域社会の共通言語となる重要なコミュニケーションツールの一つとして、外国人にもわかりやすく表現された「やさしい日本語」の取組を実施しています。あなたは「やさしい日本語」を知っていますか。（１つ選択）","定住意向別","ずっと住み続けていたい","366","25","63","211","55","12"
"202003","やさしい日本語","Q15. 区では、外国人の地域参画と協働を推進するために、地域社会の共通言語となる重要なコミュニケーションツールの一つとして、外国人にもわかりやすく表現された「やさしい日本語」の取組を実施しています。あなたは「やさしい日本語」を知っていますか。（１つ選択）","定住意向別","当分は住んでいたい","224","6","45","128","41","4"
"202003","やさしい日本語","Q15. 区では、外国人の地域参画と協働を推進するために、地域社会の共通言語となる重要なコミュニケーションツールの一つとして、外国人にもわかりやすく表現された「やさしい日本語」の取組を実施しています。あなたは「やさしい日本語」を知っていますか。（１つ選択）","定住意向別","しばらくは住むつもりだが将来は区外に転居したい","42","3","7","26","4","2"
"202003","やさしい日本語","Q15. 区では、外国人の地域参画と協働を推進するために、地域社会の共通言語となる重要なコミュニケーションツールの一つとして、外国人にもわかりやすく表現された「やさしい日本語」の取組を実施しています。あなたは「やさしい日本語」を知っていますか。（１つ選択）","定住意向別","近いうちに区外に転居したいが、具体的な計画はない","2","0","0","1","1","0"
"202003","やさしい日本語","Q15. 区では、外国人の地域参画と協働を推進するために、地域社会の共通言語となる重要なコミュニケーションツールの一つとして、外国人にもわかりやすく表現された「やさしい日本語」の取組を実施しています。あなたは「やさしい日本語」を知っていますか。（１つ選択）","定住意向別","近いうちに区外に転居する予定である","9","0","2","4","3","0"
"202003","やさしい日本語","Q15. 区では、外国人の地域参画と協働を推進するために、地域社会の共通言語となる重要なコミュニケーションツールの一つとして、外国人にもわかりやすく表現された「やさしい日本語」の取組を実施しています。あなたは「やさしい日本語」を知っていますか。（１つ選択）","定住意向別","わからない","14","2","2","8","2","0"
"202003","やさしい日本語","Q15. 区では、外国人の地域参画と協働を推進するために、地域社会の共通言語となる重要なコミュニケーションツールの一つとして、外国人にもわかりやすく表現された「やさしい日本語」の取組を実施しています。あなたは「やさしい日本語」を知っていますか。（１つ選択）","定住意向別","無回答","1","0","0","1","0","0"

"第32回港区民世論調査クロス集計表・やさしい日本語Q15","Ver202003",,,,,,,,,
