全国地方公共団体コード,ID,地方公共団体名,名称,名称_カナ,名称_英字,名称_通称,POIコード,外部識別子,外部識別子の値,所在地_全国地方公共団体コード,町字ID,所在地_連結表記,所在地_都道府県,所在地_市区町村,所在地_町字,所在地_番地以下,建物名等(方書),緯度,経度,高度の種別,高度の値,電話番号,内線番号,連絡先メールアドレス,連絡先FormURL,連絡先備考（その他、SNSなど）,郵便番号,法人番号,団体名,利用可能曜日,開始時間,終了時間,利用可能時間特記事項,説明,車椅子可,車椅子貸出,ツエ貸出,バリアフリートイレ,スロープ、エレベータ、エスカレータ,点字ブロック等の移動支援,点字や読上による支援,盲導犬・介助犬、聴導犬同伴,字幕,筆談対応,優先駐車場,オストメイト対応トイレ,授乳室,おむつ替えコーナー,飲食可否,ベビーカー貸出,ベビーカー利用,URL,画像,画像_ライセンス,備考,フリーWi[sanitize]Fi,更衣室,シャワー室,飲食物を購入できる場所,トレーニング室,陸上競技,水泳,サッカー,スキー,テニス,ボート,ホッケー,ボクシング,バレーボール,体操,バスケットボール,スケート,レスリング,セーリング,ウエイトリフティング,ハンドボール,自転車競技,ソフトテニス,卓球,軟式野球,相撲,馬術,フェンシング,柔道,ソフトボール,バドミントン,弓道,ライフル射撃,剣道,近代五種,ラグビーフットボール,山岳・スポーツクライミング,カヌー,アーチェリー,空手道,アイスホッケー,銃剣道,クレー射撃,なぎなた,ボウリング,"ボブスレー・リュージュ・スケル,トン",野球,綱引,少林寺拳法,ゲートボール,武術太極拳,ゴルフ,カーリング,パワーリフティング,オリエンテーリング,グラウンド・ゴルフ,トライアスロン,バウンドテニス,エアロビック,バイアスロン,スポーツチャンバラ,ドッジボール,チアリーディング,ペタンク・ブール,ダンススポーツ,拳法競技
131199,,東京都板橋区,徳丸ヶ原庭球場,トクマルガハラテイキュウジョウ,tokumarugahara tennis court,徳丸ヶ原庭球場,1116,,,131199,,東京都板橋区高島平8-24-1,東京都,"  板橋区",高島平,8-24-1,,,,,,(03)3934-4004,,,,,,,,月火水木金土日,,,月により利用時間が異なる,,,,,無,,,,,,,無,,,,,,,https://www.city.itabashi.tokyo.jp/bunka/1005245/okugai/1005264.html,,,,,有,有,有,無,無,無,無,無,有,無,無,無,無,無,無,無,無,無,無,無,無,有,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,"無",無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無
131199,,東京都板橋区,東板橋庭球場,ヒガシイタバシテイキュウジョウ,higashi-itabashi tennis court,東板橋庭球場,1116,,,131199,,東京都板橋区板橋3-50-1,東京都,"  板橋区",板橋,3-50-1,,,,,,(03)3962-3708,,,,,,,,月火水木金土日,,,月により利用時間が異なる,,,,,無,,,,,,,無,,,,,,,https://www.city.itabashi.tokyo.jp/bunka/1005245/okugai/1005264.html,,,,,有,有,有,無,無,無,無,無,有,無,無,無,無,無,無,無,無,無,無,無,無,有,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,"無",無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無
131199,,東京都板橋区,加賀庭球場,カガテイキュウジョウ,kaga tennis court,加賀庭球場,1116,,,131199,,東京都板橋区加賀1-17-1,東京都,"  板橋区",加賀,1-17-1,,,,,,(03)3961-6501,,,,,,,,月火水木金土日,,,月により利用時間が異なる,,,,,無,,,,,,,無,,,,,,,https://www.city.itabashi.tokyo.jp/bunka/1005245/okugai/1005264.html,,,,,有,有,有,無,無,無,無,無,有,無,無,無,無,無,無,無,無,無,無,無,無,有,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,"無",無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無
131199,,東京都板橋区,新河岸庭球場,シンガシテイキュウジョウ,shingashi tennis court,新河岸庭球場,1116,,,131199,,東京都板橋区新河岸3-1-3,東京都,"  板橋区",新河岸,3-1-3,,,,,,(03)3939-4230,,,,,,,,月火水木金土日,,,月により利用時間が異なる,,,,,有,,,,,,,有,,,,,,,https://www.city.itabashi.tokyo.jp/bunka/1005245/okugai/1005264.html,,,,,有,有,有,無,無,無,無,無,有,無,無,無,無,無,無,無,無,無,無,無,無,有,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,"無",無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無
131199,,東京都板橋区,小豆沢野球場,アズサワヤキュウジョウ,azusawa baseball field,小豆沢野球場,1103,,,131199,,東京都板橋区小豆沢3-1-1,東京都,"  板橋区",小豆沢,3-1-3,,,,,,(03)3967-4894,,,,,,,,月火水木金土日,,,月により利用時間が異なる,,,,,有,,,,,,,無,,,,,,,https://www.city.itabashi.tokyo.jp/bunka/1005245/okugai/1005265.html,,,,,有,有,有,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,有,無,無,無,無,有,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,"無",有,無,無,有,無,無,無,無,無,有,無,無,無,無,無,無,無,無,無,無
131199,,東京都板橋区,城北野球場,ジョウホクヤキュウジョウ,johoku baseball field,城北野球場,1103,,,131199,,東京都板橋区坂下2-19-1,東京都,"  板橋区",坂下,2-19-1,,,,,,(03)3967-2187,,,,,,,,月火水木金土日,,,月により利用時間が異なる,,,,,有,,,,,,,無,,,,,,,https://www.city.itabashi.tokyo.jp/bunka/1005245/okugai/1005265.html,,,,,有,有,有,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,有,無,無,無,無,有,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,"無",有,無,無,有,無,無,無,無,無,有,無,無,無,無,無,無,無,無,無,無
131199,,東京都板橋区,徳丸ヶ原野球場,トクマルガハラヤキュウジョウ,tokumarugahara baseball field,徳丸ヶ原野球場,1103,,,131199,,東京都板橋区高島平8-24-1,東京都,"  板橋区",高島平,8-24-1,,,,,,(03)3934-4004,,,,,,,,月火水木金土日,,,月により利用時間が異なる,,,,,無,,,,,,,無,,,,,,,https://www.city.itabashi.tokyo.jp/bunka/1005245/okugai/1005265.html,,,,,有,有,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,有,無,無,無,無,有,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,"無",有,無,無,無,無,無,無,無,無,有,無,無,無,無,無,無,無,無,無,無
131199,,東京都板橋区,荒川戸田橋野球場(一般・少年・硬軟兼用少年）,アラカワトダバシヤキュウジョウ,arakawatodabashi(general use)baseball field,荒川戸田橋野球場,1103,,,131199,,東京都板橋区新河岸1-25 先,東京都,"  板橋区",新河岸,1-25,,,,,,090-8560-0295,,,,,,,,月火水木金土日,,,月により利用時間が異なる,,,,,無,,,,,,,有,,,,,,,https://www.city.itabashi.tokyo.jp/bunka/1005245/okugai/1005265.html,,,,,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,有,無,無,無,無,有,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,"無",有,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無
131199,,東京都板橋区,荒川戸田橋野球場(硬軟兼用一般用),アラカワトダバシヤキュウジョウ,arakawatodabashi(children)baseball field,荒川戸田橋野球場,1103,,,131199,,東京都板橋区舟渡3-20 先,東京都,"  板橋区",舟渡,3-20,,,,,,090-8560-0294,,,,,,,,月火水木金土日,,,月により利用時間が異なる,,,,,無,,,,,,,有,,,,,,,https://www.city.itabashi.tokyo.jp/bunka/1005245/okugai/1005265.html,,,,,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,有,無,無,無,無,有,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,"無",有,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無
131199,,東京都板橋区,東板橋公園運動場,ヒガシイタバシコウエンウンドウジョウ,higashi-itabashi park exercise field,東板橋公園運動場,1106,,,131199,,東京都板橋区板橋3-50-1,東京都,"  板橋区",板橋,3-50-1,,,,,,(03)3962-3708,,,,,,,,月火水木金土日,,,月により利用時間が異なる,,,,,無,,,,,,,無,,,,,,,https://www.city.itabashi.tokyo.jp/bunka/1005245/okugai/1005265.html,,,,,無,無,有,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,有,無,無,無,無,有,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,"無",有,無,無,有,無,無,無,無,無,有,無,無,無,無,無,無,無,無,無,無
131199,,東京都板橋区,新河岸陸上競技場,シンガシリクジョウキョウギジョウ,shingashi athletic field,新河岸陸上競技場,1102,,,131199,,東京都板橋区新河岸3-1-3,東京都,"  板橋区",新河岸,3-1-3,,,,,,(03)3939-7910,,,,,,,,月火水木金土日,,,月により利用時間が異なる,,,,,有,,,,,,,有,,,,,,,https://www.city.itabashi.tokyo.jp/bunka/1005245/okugai/1005266.html,,,,,有,有,有,無,有,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,"無",無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無
131199,,東京都板橋区,荒川戸田橋陸上競技場,アラカワトダバシリクジョウキョウギジョウ,arakawa-todabashi athletic field,荒川戸田橋陸上競技場,1102,,,131199,,東京都板橋区舟渡4-7 先,東京都,"  板橋区",舟渡,4-7,,,,,,070-4505-3164,,,,,,,,月火水木金土日,,,月により利用時間が異なる,,,,,有,,,,,,,有,,,,,,,https://www.city.itabashi.tokyo.jp/bunka/1005245/okugai/1005266.html,,,,,無,無,無,無,有,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,"無",無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無
131199,,東京都板橋区,高島平多目的運動場,タカシマダイラタモクテキウンドウジョウ,takashimadaira multipurpose athletic field,高島平多目的運動場,1106,,,131199,,東京都板橋区高島平2-24-1,東京都,"  板橋区",高島平,2-24-1,,,,,,080-3275-8922,,,,,,,,月火水木金土日,,,月により利用時間が異なる,,,,,有,,,,,,,無,,,,,,,https://www.city.itabashi.tokyo.jp/bunka/1005245/okugai/1005266.html,,,,,有,無,有,無,無,無,有,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,"無",無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無
