"全国地方公共団体コード","ID","地方公共団体名","介護サービス事業所名称","介護サービス事業所名称_カナ","介護サービス事業所名称_英字","実施サービス","所在地_全国地方公共団体コード","町字ID","所在地_連結表記","所在地_都道府県","所在地_市区町村","所在地_町字","所在地_番地以下","建物名等(方書)","緯度","経度","高度の種別","高度の値","電話番号","内線番号","FAX番号","連絡先メールアドレス","連絡先FormURL","連絡先備考（その他、SNSなど）","郵便番号","法人番号","法人の名称","事業所番号","利用可能曜日","利用可能曜日特記事項","定員","URL","画像","画像_ライセンス","備考"
"131083","131083800012","江東区","やわら介護 江東","ヤワラカイゴ コウトウ","","居宅介護支援","131083","","東京都江東区扇橋2-3-7-101","東京都","江東区","扇橋2丁目","3-7-101","","35.682697","139.815399","","","(03)5653-6433","","(03)5653-6432","","","","1350011","","","","月火水木金","利用可能曜日 月～金","","","","",""
"131083","131083800013","江東区","ケアプラン みちしるべ","ケアプラン ミチシルベ","","居宅介護支援","131083","","東京都江東区海辺21-6サンハイツ松本201","東京都","江東区","海辺","21-6 サンハイツ松本201","","35.682098","139.819214","","","(03)6659-7498","","(03)6659-7499","","","","1350012","","","","月火水木金","利用可能曜日 月～金","","","","",""
"131083","131083800014","江東区","ライフレッシュケア・江東","ライフレッシュケアコウトウ","","居宅介護支援","131083","","東京都江東区千田6-1榎本ビル1階","東京都","江東区","千田","6-1 榎本ビル1階","","35.680817","139.815582","","","(03)5677-5075","","(03)3699-0828","","","","1350013","","","","月火水木金土","利用可能曜日 月～土","","","","",""
"131083","131083800015","江東区","ヒロ薬局 介護サービス","ヒロヤッキョク カイゴサービス","","居宅介護支援","131083","","東京都江東区千田22-4丸千ビル1階","東京都","江東区","千田","22-4 丸千ビル1階","","35.680424","139.816132","","","(03)3645-5101","","(03)3645-5147","","","","1350013","","","","月火水木金土","利用可能曜日 月～土","","","","",""
"131083","131083800016","江東区","ケア２１ 江東","ケアニジュウイチコウトウ","","居宅介護支援","131083","","東京都江東区東陽1-15-5サンテラス木場1階","東京都","江東区","東陽1丁目","15-5 サンテラス木場1階","","35.66814","139.810516","","","(03)5617-1330","","(03)5617-1331","","","","1350016","","","","月火水木金","利用可能曜日 月～金","","","","",""
"131083","131083800017","江東区","株式会社ケアサービス 居宅支援木場","カブシキガイシャケアサービスキョタクシエンキバ","","居宅介護支援","131083","","東京都江東区東陽3-7-12-2F","東京都","江東区","東陽3丁目","7-12-2F","","35.669563","139.809601","","","(03)5857-6977","","(03)5857-6978","","","","1350016","","","","月火水木金","利用可能曜日 月～金","","","","",""
"131083","131083800018","江東区","サンライフケア","サンライフケア","","居宅介護支援","131083","","東京都江東区東陽5-5-2篠崎ビル102","東京都","江東区","東陽5丁目","5-2 篠崎ビル102","","35.672424","139.810135","","","(03)6659-7543","","(03)6659-7544","","","","1350016","","","","月火水木金土","利用可能曜日 月～土","","","","",""
"131083","131083800087","江東区","ケアマネオフィスVESPA","ケアマネオフィスベスパ","","居宅介護支援","131083","","東京都江東区東陽5-18-5 平野ビル403","東京都","江東区","東陽5丁目","18-5 平野ビル403","","35.671077","139.8119","","","(080)3423-3468","","(050)3852-3438","","","","1350016","","","","月火水木金","利用可能曜日 月～金","","","","",""
"131083","131083800019","江東区","(株)アンシンケアサービス","アンシンケアサービス","","居宅介護支援","131083","","東京都江東区東陽5-26-15","東京都","江東区","東陽5丁目","26-15","","35.670822","139.814224","","","(03)4400-1161","","(03)4400-1171","","","","1350016","","","","月火水木金土","利用可能曜日 月～土","","","","",""
"131083","131083800020","江東区","環介護センター","タマキカイゴセンター","","居宅介護支援","131083","","東京都江東区東陽5-25-14","東京都","江東区","東陽5丁目","25-14","","35.670881","139.813835","","","(03)6666-6372","","(03)6666-6373","","","","1350016","","","","月火水木金","利用可能曜日 月～金","","","","",""
"131083","131083800021","江東区","SOMPOケア江東 居宅介護支援","ソンポケアコウトウキョタクカイゴシエン","","居宅介護支援","131083","","東京都江東区東陽5-30-13東京原木会館7F","東京都","江東区","東陽5丁目","30-13 東京原木会館7F","","35.67366","139.816071","","","(03)6666-4933","","(03)6666-4951","","","","1350016","","","","月火水木金","利用可能曜日 月～金","","","","",""
"131083","131083800022","江東区","フジナミケア・手と手","フジナミケアテトテ","","居宅介護支援","131083","","東京都江東区東陽5-31-22","東京都","江東区","東陽5丁目","31-22","","35.672462","139.816132","","","(03)5653-2611","","(03)5653-2612","","","","1350016","","","","月火水木金土","利用可能曜日 月～土","","","","",""
"131083","131083800023","江東区","エール介護事業所","エールカイゴジギョウショ","","居宅介護支援","131083","","東京都江東区東陽6-3-27-101","東京都","江東区","東陽6丁目","","","35.674122","139.815231","","","(03)6666-8377","","(03)6666-5279","","","","1350016","","","","月火水木金","利用可能曜日 月～金","","","","",""
"131083","131083800025","江東区","BPケアプランセンター","ビーピーケアプランセンター","","居宅介護支援","131083","","東京都江東区深川1-3-11 パークフロントビル8Ｆ","東京都","江東区","深川1丁目","3-11 パークフロントビル8Ｆ","","35.675449","139.795614","","","(03)6458-5870","","(03)6458-5398","","","","1350033","","","","月火水木金","利用可能曜日 月～金・祝","","","","",""
"131083","131083800026","江東区","オリーブ居宅介護支援事業所","オリーブキョタクカイゴシエンジギョウショ","","居宅介護支援","131083","","東京都江東区清澄2-11-7","東京都","江東区","清澄2丁目","11-7","","35.682747","139.796432","","","(03)6240-3046","","(03)6240-3034","","","","1350024","","","","月火水木金","利用可能曜日 月～金","","","","",""
"131083","131083800027","江東区","プリーズ江東","プリーズコウトウ","","居宅介護支援","131083","","東京都江東区冬木5-2ブルービル加藤2F","東京都","江東区","冬木","5-2 ブルービル加藤2F","","35.67329","139.802139","","","(03)6666-1064","","(03)6666-1065","","","","1350041","","","","月火水木金","利用可能曜日 月～金","","","","",""
"131083","131083800028","江東区","深川愛の園指定居宅介護支援事業所","フカガワアイノソノシテイキョタクカイゴシエンジギョウショ","","居宅介護支援","131083","","東京都江東区冬木16-7","東京都","江東区","冬木","16-7","","35.67514","139.801208","","","(03)5621-8706","","(03)5620-7375","","","","1350041","","","","月火水木金","利用可能曜日 月～金","","","","",""
"131083","131083800029","江東区","ヒューマンライフケア 鶴の湯","ヒューマンライフケア ツルノユ","","居宅介護支援","131083","","東京都江東区冬木22-24 1階","東京都","江東区","冬木","22-24-1階","","35.67585","139.800537","","","(03)5646-6188","","(03)5646-6185","","","","1350041","","","","月火水木金","利用可能曜日 月～金・祝","","","","",""
"131083","131083800031","江東区","ほっとスマイルＣare木場","ホットスマイルケアキバ","","居宅介護支援","131083","","東京都江東区木場6-4-2KIビル","東京都","江東区","木場6丁目","4-2 KIビル","","35.666473","139.80545","","","(050)5491-7298","","(050)3153-1249","","","","1350042","","","","月火水木金","利用可能曜日 月～金","","","","",""
"131083","131083800032","江東区","純ケアサービス","ジュンケアサービス","","居宅介護支援","131083","","東京都江東区木場6-12-5寺田ビル502","東京都","江東区","木場6丁目","12-5 寺田ビル502","","35.668606","139.807281","","","(03)5665-2221","","(03)3644-4561","","","","1350042","","","","月火水木金","利用可能曜日 月～金","","","","",""
"131083","131083800034","江東区","㈱エスパーズ・プランニング","エスパーズプランニング","","居宅介護支援","131083","","東京都江東区牡丹3-3-6村井ビル1階","東京都","江東区","牡丹3丁目","3-6 村井ビル1階","","35.668392","139.798386","","","(03)3641-5500","","(03)3641-5598","","","","1350046","","","","月火水木金土","利用可能曜日 月～土・祝","","","","",""
"131083","131083800035","江東区","メディカルケアサービス","メディカルケアサービス","","居宅介護支援","131083","","東京都江東区牡丹3-12-2ぼたん杉野ビル201","東京都","江東区","牡丹3丁目","12-2 ぼたん杉野ビル201","","35.669456","139.797684","","","(03)6458-5036","","(03)3643-4651","","","","1350046","","","","月火水木金","利用可能曜日 月～金","","","","",""
"131083","131083800036","江東区","こころ介護サービス","ココロカイゴサービス","","居宅介護支援","131083","","東京都江東区潮見1-27-2金山ビル201","東京都","江東区","潮見1丁目","27-2 金山ビル201","","35.657448","139.815033","","","(03)5857-6100","","(03)5857-6101","","","","1350052","","","","月火水木金","利用可能曜日 月～金","","","","",""
"131083","131083800037","江東区","生活協同組合パルシステム東京ケアマネジメントサービス「辰巳陽だまり」","セイカツキョウドウクミアイパルシステムトウキョウケアマネジメントサービス「タツミヒダマリ」","","居宅介護支援","131083","","東京都江東区辰巳1-1-34辰巳ビル3F","東京都","江東区","辰巳1丁目","1-34 辰巳ビル3F","","35.647743","139.809097","","","(03)3522-6654","","(03)3522-1023","","","","1350053","","","","月火水木金","利用可能曜日 月～金・祝","","","","",""
"131083","131083800039","江東区","プレール・ロヴェ豊洲ケアプランセンター","プレールロヴェトヨスケアプランセンター","","居宅介護支援","131083","","東京都江東区豊洲1-2-8-901室","東京都","江東区","豊洲1丁目","2-8-901 室","","35.66058","139.791992","","","(03)3534-2365","","(03)3534-2414","","","","1350061","","","","月火水木金","利用可能曜日 月～金","","","","",""
"131083","131083800040","江東区","グッドライフケア居宅介護支援センター江東","グッドライフケアキョタクカイゴシエンセンターコウトウ","","居宅介護支援","131083","","東京都江東区豊洲4-2-2豊南堂ビル4F","東京都","江東区","豊洲4丁目","2-2 豊南堂ビル4F","","35.65514","139.79776","","","(03)6204-9633","","(03)6204-9634","","","","1350061","","","","月火水木金","利用可能曜日 月～金","","","","",""
"131083","131083800041","江東区","アイゴケアサービス","アイゴケアサービス","","居宅介護支援","131083","","東京都江東区豊洲4-2-7サンベルク豊洲202","東京都","江東区","豊洲4丁目","2-7 サンベルク豊洲202","","35.654892","139.797943","","","(03)5560-7991","","(03)5560-7993","","","","1350061","","","","月火水木金","利用可能曜日 月～金","","","","",""
"131083","131083800043","江東区","テルウェル東日本 江東ケアプランセンター","テルウェルヒガシニホンコウトウケアプランセンター","","居宅介護支援","131083","","東京都江東区亀戸1-30-10メゾン・ド・アマキビル1階","東京都","江東区","亀戸1丁目","30-10 メゾン・ド・アマキビル1階","","35.694553","139.825333","","","(03)5627-5141","","(03)3683-8531","","","","1360071","","","","月火水木金","利用可能曜日 月～金","","","","",""
"131083","131083800044","江東区","あくとケア 亀戸","アクトケアカメイド","","居宅介護支援","131083","","東京都江東区亀戸1-32-3アーバンタニ301室","東京都","江東区","亀戸1丁目","32-3 アーバンタニ301室","","35.695301","139.825363","","","(03)5609-7780","","(03)5875-0991","","","","1360071","","","","月火水木金","利用可能曜日 月～金・祝","","","","",""
"131083","131083800045","江東区","株式会社ケアサービス居宅支援亀戸","カブシキガイシャケアサービスキョタクシエンカメイド","","居宅介護支援","131083","","東京都江東区亀戸1-42-18-6F","東京都","江東区","亀戸1丁目","42-18-6F","","35.696739","139.823135","","","(03)5858-8904","","(03)5858-8905","","","","1360071","","","","月火水木金","利用可能曜日 月～金","","","","",""
"131083","131083800046","江東区","あっぷるケアプラン","アップルケアプラン","","居宅介護支援","131083","","東京都江東区亀戸1-43-9コープ野村1階","東京都","江東区","亀戸1丁目","43-9 コープ野村1階","","35.696529","139.821259","","","(03)5609-8038","","(03)3636-3911","","","","1360071","","","","月火水木金","利用可能曜日 月～金","","","","",""
"131083","131083800047","江東区","みのり","ミノリ","","居宅介護支援","131083","","東京都江東区亀戸2-6-1-112","東京都","江東区","亀戸2丁目","6-1-112","","35.700298","139.820633","","","(03)5875-2322","","(03)3683-6235","","","","1360071","","","","月火水木金","利用可能曜日 月～金","","","","",""
"131083","131083800048","江東区","清湘会居宅介護支援サービス","セイショウカイキョタクカイゴシエンサービス","","居宅介護支援","131083","","東京都江東区亀戸2-17-24-1階","東京都","江東区","亀戸2丁目","17-24-1階","","35.697693","139.822815","","","(03)6683-5994","","(03)6683-5994","","","","1360071","","","","月火水金土","利用可能曜日 月～水・金・土・祝","","","","",""
"131083","131083800049","江東区","チームケアキイ","チームケアキイ","","居宅介護支援","131083","","東京都江東区亀戸2-39-12エムズイースト亀戸301","東京都","江東区","亀戸2丁目","39-12 エムズイースト亀戸301","","35.700619","139.82431","","","(03)5875-5882","","(03)5875-5883","","","","1360071","","","","月火水木金","利用可能曜日 月～金","","","","",""
"131083","131083800050","江東区","介護支援センター スカイ江東","カイゴシエンセンター スカイコウトウ","","居宅介護支援","131083","","東京都江東区亀戸3-48-10","東京都","江東区","亀戸3丁目","48-10","","35.702362","139.823669","","","(03)6666-1291","","(03)6666-1294","","","","1360071","","","","月火水木金","利用可能曜日 月～金","","","","",""
"131083","131083800051","江東区","ベネッセ介護支援センター江東","ベネッセカイゴシエンセンターコウトウ","","居宅介護支援","131083","","東京都江東区亀戸4-35-16堀川ビル3F","東京都","江東区","亀戸4丁目","35-16 堀川ビル3F","","35.701881","139.826904","","","(03)5836-8050","","(03)5836-8052","","","","1360071","","","","月火水木金","利用可能曜日 月～金","","","","",""
"131083","131083800052","江東区","ケアプランいずみ","ケアプランイズミ","","居宅介護支援","131083","","東京都江東区亀戸5-37-5-201・202","東京都","江東区","亀戸5丁目","37-5 201・202","","35.700752","139.831528","","","(03)3683-7673","","(03)5875-5673","","","","1360071","","","","月火水木金土","利用可能曜日 月～土","","","","",""
"131083","131083800053","江東区","フォービスライフ江東","フォービスライフコウトウ","","居宅介護支援","131083","","東京都江東区亀戸6-25-1","東京都","江東区","亀戸6丁目","25-1","","35.695629","139.825989","","","(03)5626-5500","","(03)5626-5535","","","","1360071","","","","月火水木金","利用可能曜日 月～金","","","","",""
"131083","131083800054","江東区","リカバリー・指定居宅介護支援事業所","リカバリーシテイキョタクカイゴシエンジギョウショ","","居宅介護支援","131083","","東京都江東区亀戸6-55-20","東京都","江東区","亀戸6丁目","55-20","","35.697121","139.831528","","","(03)3683-4753","","(03)5609-5044","","","","1360071","","","","月火水木金土","利用可能曜日 月～土","","","","",""
"131083","131083800055","江東区","せりえ 居宅介護支援事業所","セリエキョタクカイゴシエンジギョウショ","","居宅介護支援","131083","","東京都江東区亀戸7-14-7-1F","東京都","江東区","亀戸7丁目","14-7-1F","","35.697853","139.834641","","","(03)3637-3307","","(03)6802-9558","","","","1360071","","","","月火水木金","利用可能曜日 月～金","","","","",""
"131083","131083800056","江東区","独立行政法人地域医療機能推進機構 東京城東病院附属居宅介護支援センター","ドクリツギョウセイホウジンチイキイリョウキノウスイシンキコウ トウキョウジョウトウビョウインフゾクキョタクカイゴシエンセンター","","居宅介護支援","131083","","東京都江東区亀戸9-13-1","東京都","江東区","亀戸9丁目","13-1","","35.69482","139.845352","","","(03)3637-2914","","(03)3637-2910","","","","1360071","","","","月火水木金","利用可能曜日 月～金","","","","",""
"131083","131083800088","江東区","合同会社コネクトハーツ ケアプランセンター栞","ゴウドウガイシャコネクトハーツ ケアプランセンターシオリ","","居宅介護支援","131083","","東京都江東区大島1丁目34-14-502","東京都","江東区","大島1丁目","34-14-502","","35.687756","139.826278","","","(03)5858-8380","","(03)5858-8379","","","","1360071","","","","月火水木金","利用可能曜日 月～金","","","","",""
"131083","131083800058","江東区","医療法人財団健和会大島訪問看護ステーション","イリョウホウジンザイダンケンワカイオオジマホウモンカンゴステーション","","居宅介護支援","131083","","東京都江東区大島1-36-5江東ビル4F","東京都","江東区","大島1丁目","36-5 江東ビル4F","","35.687424","139.825638","","","(03)5858-8200","","(03)5626-7630","","","","1360072","","","","月火水木金","利用可能曜日 月～金","","","","",""
"131083","131083800059","江東区","ｗｅ ｃａｒｅ 株式会社","ウィーケアカブシキガイシャ","","居宅介護支援","131083","","東京都江東区大島3-27-20マスダビル1F","東京都","江東区","大島3丁目","27-20 マスダビル1F","","35.691067","139.831787","","","(03)5858-9347","","(050)1270-4516","","","","1360072","","","","月火水木金","利用可能曜日 月～金","","","","",""
"131083","131083800060","江東区","わかば・介護ステーション","ワカバカイゴステーション","","居宅介護支援","131083","","東京都江東区大島4-1-2-109","東京都","江東区","大島4丁目","1-2-109","","35.685791","139.83075","","","(03)5628-1167","","(03)5628-1166","","","","1360072","","","","月火水木金土","利用可能曜日 月～土","","","","",""
"131083","131083800061","江東区","ケアステーションきらら大島","ケアステーションキララオオジマ","","居宅介護支援","131083","","東京都江東区大島5-38-8ベルフィオーレ1F","東京都","江東区","大島5丁目","38-8 ベルフィオーレ1F","","35.687496","139.836105","","","(03)5627-3322","","(03)5627-3323","","","","1360072","","","","月火水木金","利用可能曜日 月～金","","","","",""
"131083","131083800062","江東区","カインドハート居宅介護支援事業所","カインドハートケアキョタクカイゴシエンジギョウショ","","居宅介護支援","131083","","東京都江東区大島5-44-6ライオンズマンション大島313","東京都","江東区","大島5丁目","44-6 ライオンズマンション大島313","","35.689186","139.836456","","","(03)5875-2580","","(03)5875-2585","","","","1360072","","","","月火水木金","利用可能曜日 月～金","","","","",""
"131083","131083800063","江東区","アオアクア 居宅介護支援センター 江東","アオアクア キョタクカイゴシエンジギョウショコウトウ","","居宅介護支援","131083","","東京都江東区大島5-47-9ヴェラハイツ704","東京都","江東区","大島5丁目","47-9 ヴェラハイツ704","","35.689754","139.837936","","","(03)5628-5100","","(03)5628-5200","","","","1360072","","","","月火水木金","利用可能曜日 月～金","","","","",""
"131083","131083800064","江東区","はなケアセンター","ハナケアセンター","","居宅介護支援","131083","","東京都江東区大島5-47-13ライオンズマンション大島第二104","東京都","江東区","大島5丁目","47-13 ライオンズマンション大島第二104","","35.689411","139.837769","","","(03)5836-6275","","(03)5836-6276","","","","1360072","","","","月火水木金","利用可能曜日 月～金","","","","",""
"131083","131083800065","江東区","ケア21大島","ケアニジュウイチオオジマ","","居宅介護支援","131083","","東京都江東区大島6-9-7メゾン木村102室","東京都","江東区","大島6丁目","9-7 メゾン木村102室","","35.690685","139.835098","","","(03)5836-6741","","(03)5609-0462","","","","1360072","","","","月火水木金","利用可能曜日 月～金","","","","",""
"131083","131083800066","江東区","株式会社仁済ケアプランセンター江東","カブシキガイシャジンサイケアプランセンターコウトウ","","居宅介護支援","131083","","東京都江東区大島6-27-10","東京都","江東区","大島6丁目","27-10","","35.69072","139.837112","","","(03)5875-3738","","(03)5875-3739","","","","1360072","","","","月火水木金","利用可能曜日 月～金","","","","",""
"131083","131083800067","江東区","おひさまケア","オヒサマケア","","居宅介護支援","131083","","東京都江東区大島7-4-15コーポサニー五十嵐101","東京都","江東区","大島7丁目","4-15 コーポサニー五十嵐101","","35.690681","139.838715","","","(03)5875-3571","","(03)5875-3572","","","","1360072","","","","月火水木金","利用可能曜日 月～金","","","","",""
"131083","131083800068","江東区","サンライフケア大島ステーション","サンライフケアオオジマステーション","","居宅介護支援","131083","","東京都江東区大島7-8-3","東京都","江東区","大島7丁目","8-3","","35.692131","139.83757","","","(03)5875-1411","","(03)5875-3487","","","","1360072","","","","月火水木金土","利用可能曜日 月～土","","","","",""
"131083","131083800069","江東区","株式会社 カインドケア","カブシキガイシャ カインドケア","","居宅介護支援","131083","","東京都江東区大島7-15-5-606","東京都","江東区","大島7丁目","15-5-606","","35.693268","139.838623","","","(03)6802-9527","","(03)6802-9528","","","","1360072","","","","月火水木金土","利用可能曜日 月～土・祝","","","","",""
"131083","131083800070","江東区","ケア・サポート そよかぜ","ケアサポートソヨカゼ","","居宅介護支援","131083","","東京都江東区大島8-22-17","東京都","江東区","大島8丁目","22-17","","35.689835","139.840805","","","(03)5627-8477","","(03)5627-8478","","","","1360072","","","","月火水木金","利用可能曜日 月～金","","","","",""
"131083","131083800071","江東区","アリカケアサービス","アリカケアサービス","","居宅介護支援","131083","","東京都江東区北砂2-1-32","東京都","江東区","北砂2丁目","1-32","","35.67754","139.827087","","","(03)6458-7641","","(03)6458-7642","","","","1360073","","","","月火水木金","利用可能曜日 月～金","","","","",""
"131083","131083800072","江東区","城東介護センタータカヤマ","ジョウトウカイゴセンタータカヤマ","","居宅介護支援","131083","","東京都江東区北砂3-23-9","東京都","江東区","北砂3丁目","23-9","","35.681606","139.830536","","","(03)3645-0985","","(03)3645-1064","","","","1360073","","","","月火水木金土","利用可能曜日 月～土","","","","",""
"131083","131083800074","江東区","すこやかプラン","スコヤカプラン","","居宅介護支援","131083","","東京都江東区北砂5-20-11-101","東京都","江東区","北砂5丁目","20-11-101","","35.683788","139.832108","","","(03)5665-3020","","(03)6810-5212","","","","1360073","","","","月火水木金土","利用可能曜日 月～土・祝","","","","",""
"131083","131083800075","江東区","サンライフケア砂町","サンライフケアスナマチ","","居宅介護支援","131083","","東京都江東区北砂6-22-4サンフローラハイツ1F","東京都","江東区","北砂6丁目","22-4 サンフローラハイツ1F","","35.684078","139.83757","","","(03)6659-7980","","(03)6659-7981","","","","1360073","","","","月火水木金","利用可能曜日 月～金","","","","",""
"131083","131083800076","江東区","サン介護センター","サンカイゴセンター","","居宅介護支援","131083","","東京都江東区東砂1-6-5","東京都","江東区","東砂1丁目","6-5","","35.681679","139.841019","","","(03)5617-3955","","(03)3644-6755","","","","1360074","","","","月火水木金土","利用可能曜日 月～土","","","","",""
"131083","131083800077","江東区","ケア２１ 砂町","ケアニジュウイチスナマチ","","居宅介護支援","131083","","東京都江東区東砂4-14-13","東京都","江東区","東砂4丁目","14-13","","35.675674","139.839478","","","(03)5653-6921","","(03)5606-8921","","","","1360074","","","","月火水木金","利用可能曜日 月～金","","","","",""
"131083","131083800078","江東区","ケアプラン銀木犀 東砂","ケアプランギンモクセイ ヒガシスナ","","居宅介護支援","131083","","東京都江東区東砂4-18-1","東京都","江東区","東砂4丁目","18-1","","35.67802","139.840378","","","(03)6666-0933","","(03)6666-0934","","","","1360074","","","","月火水木金土日","利用可能曜日 無休","","","","",""
"131083","131083800079","江東区","居宅介護支援事業 あじさい","キョタクカイゴシエンジギョウ アジサイ","","居宅介護支援","131083","","東京都江東区東砂4-20-15","東京都","江東区","東砂4丁目","20-15","","35.678295","139.837967","","","(03)5857-8245","","(03)5857-8235","","","","1360074","","","","月火水木金土","利用可能曜日 月～土","","","","",""
"131083","131083800080","江東区","たけのこ介護サービス","タケノコカイゴサービス","","居宅介護支援","131083","","東京都江東区東砂5-14-19","東京都","江東区","東砂5丁目","14-19","","35.674725","139.842087","","","(03)5683-4165","","(03)5677-1165","","","","1360074","","","","月火水木金","利用可能曜日 月～金","","","","",""
"131083","131083800081","江東区","ベストケアセンター江東","ベストケアセンターコウトウ","","居宅介護支援","131083","","東京都江東区南砂3-13-10","東京都","江東区","南砂3丁目","13-10","","35.671116","139.833893","","","(03)5665-2700","","(03)5665-2701","","","","1360076","","","","月火水木金土日","利用可能曜日 無休","","","","",""
"131083","131083800083","江東区","小規模多機能 ファンライフ江東","ショウキボタキノウ ファンライフコウトウ","","小規模多機能型居宅介護","131083","","東京都江東区海辺14-5","東京都","江東区","海辺","14-5","","35.681458","139.817322","","","(03)5634-3440","","(03)5634-3443","","","","1350012","","","","月火水木金土日","利用可能曜日 無休","","","","",""
"131083","131083800084","江東区","小規模多機能 天神あやめ","ショウキボタキノウ テンジンアヤメ","","小規模多機能型居宅介護","131083","","東京都江東区亀戸2-8-7","東京都","江東区","亀戸2丁目","8-7","","35.701462","139.822052","","","(03)5628-2422","","(03)5628-3331","","","","1360071","","","","月火水木金土日","利用可能曜日 無休","","","","",""
"131083","131083800085","江東区","小規模多機能型 居宅介護事業所 あいり","ショウキボタキノウガタキョタクカイゴシエンジギョウショアイリ","","小規模多機能型居宅介護","131083","","東京都江東区大島3-30-11","東京都","江東区","大島3丁目","30-11","","35.690552","139.830444","","","(03)5628-2039","","(03)5609-6471","","","","1360072","","","","月火水木金土日","利用可能曜日 無休","","","","",""
"131083","131083800086","江東区","小規模多機能型 多機能ホーム新砂","ショウキボタキノウガタ タキノウホームシンスナ","","小規模多機能型居宅介護","131083","","東京都江東区新砂3-3-11","東京都","江東区","新砂3丁目","3-11","","35.666809","139.832886","","","(03)5677-1333","","(03)5677-2017","","","","1360075","","","","月火水木金土日","利用可能曜日 無休","","","","",""
