"全国地方公共団体コード","ID","地方公共団体名","施設名称","施設名称_カナ","施設名称_英字","営業の種類","業態","所在地_全国地方公共団体コード","町字ID","所在地_連結表記","施設所在地_都道府県","施設所在地_市区町村","施設所在地_町字","施設所在地_番地以下","施設方書","緯度","経度","施設電話番号","連絡先メールアドレス","連絡先FormURL","連絡先備考（その他、SNSなど）","郵便番号","法人名","法人番号","許可番号","初回許可年月日","許可年月日","許可開始日","許可満了日","廃業年月日","申請区分","許可条件","備考"
"131083","131083E00027","江東区","セブンイレブン江東東砂８丁目店","セブンイレブンコウトウヒガシスナ8チョウメテン","","コンビニエンスストア","コンビニエンスストア","131083","","東京都江東区東砂八丁目19-9","東京都","江東区","東砂8丁目","19-9","","35.668166","139.840988","(03)3646-4447","","","","1360074","有限会社吉田屋酒店","3010602023758","7-503-00054","2021-06-03","2021-06-03","2021-06-03","","","新規","",""
"131083","131083E00028","江東区","セブンイレブン江東南砂１丁目店","セブンイレブンコウトウミナミスナ1チョウメテン","","コンビニエンスストア","コンビニエンスストア","131083","","東京都江東区南砂一丁目5-20","東京都","江東区","南砂1丁目","5-20","","35.680943","139.822016","(03)3646-8922","","","","1360076","","","7-503-00053","2021-06-03","2021-06-03","2021-06-03","","","新規","",""
"131083","131083E00029","江東区","セブン－イレブン江東南砂葛西橋通り店","セブンーイレブンコウトウミナミスナカサイハシトオリテン","","コンビニエンスストア","コンビニエンスストア","131083","","東京都江東区南砂二丁目32-5","東京都","江東区","南砂2丁目","32-5","","35.675532","139.825025","(03)3645-0591","","","","1360076","","","7-503-00048","2021-06-03","2021-06-03","2021-06-03","","","新規","",""
"131083","131083E00030","江東区","セブンイレブン新木場１丁目店","セブンイレブンシンキバ1チョウメテン","","コンビニエンスストア","コンビニエンスストア","131083","","東京都江東区新木場一丁目4-7","東京都","江東区","新木場1丁目","4-7","","35.643796","139.824674","(03)3521-7711","","","","1360082","","","7-503-00052","2021-06-03","2021-06-03","2021-06-03","","","新規","",""
"131083","131083E00031","江東区","ｉｒｏＨａ","iroHa","","露店、仮設店舗等における飲食の提供のうち、営業とみなされないもの","露店、仮設店舗等における飲食の提供のうち、営業とみなされないもの","131083","","東京都江東区新木場一丁目6-1","東京都","江東区","新木場1丁目","6-1","","35.645061","139.827506","","","","","1360082","有限会社天平フーズ","3160002011398","7-503-00041","2021-06-03","2021-06-03","2021-06-03","","","新規","",""
"131083","131083E00032","江東区","セブンイレブン江東新大橋３丁目店","セブンイレブンコウトウシンオオハシ3チョウメテン","","コンビニエンスストア","コンビニエンスストア","131083","","東京都江東区新大橋三丁目9-9","東京都","江東区","新大橋3丁目","9-9","","35.688194","139.795415","(03)3846-3300","","","","1350007","","","7-503-00083","2021-06-03","2021-06-03","2021-06-03","","","新規","",""
"131083","131083E00033","江東区","セブンイレブン江東森下１丁目店","セブンイレブンコウトウモリシタ1チョウメテン","","コンビニエンスストア","コンビニエンスストア","131083","","東京都江東区森下一丁目10-5","東京都","江東区","森下1丁目","10-5","","35.687776","139.796944","(03)3632-4720","","","","1350004","","","7-503-00082","2021-06-03","2021-06-03","2021-06-03","","","新規","",""
"131083","131083E00034","江東区","セブンイレブン清澄白河駅東店","セブンイレブンキヨスミシラカワエキヒガシテン","","コンビニエンスストア","飲食店営業","131083","","東京都江東区白河二丁目17-10","東京都","江東区","白河2丁目","17-10","","35.682516","139.803550","(03)3641-0517","","","","1350021","","","7-503-00071","2021-06-03","2021-06-03","2021-06-03","","","新規","",""
"131083","131083E00035","江東区","築地やまの","ツキジヤマノ","","弁当販売業","弁当販売業","131083","","東京都江東区三好一丁目4-19","東京都","江東区","三好1丁目","4-19","","35.679236","139.800979","","","","","1350022","株式会社Ｓ＆Ｆ","1010901002506","7-503-00051","2021-06-03","2021-06-03","2021-06-03","","","新規","",""
"131083","131083E00036","江東区","セブン－イレブン江東平野２丁目店","セブンーイレブンコウトウヒラノ2チョウメテン","","コンビニエンスストア","コンビニエンスストア","131083","","東京都江東区平野二丁目12-5","東京都","江東区","平野2丁目","12-5","","35.677383","139.803556","(03)3642-8171","","","","1350023","","","7-503-00079","2021-06-03","2021-06-03","2021-06-03","","","新規","",""
"131083","131083E00037","江東区","セブンイレブン江東毛利店","セブンイレブンコウトウモウリテン","","コンビニエンスストア","コンビニエンスストア","131083","","東京都江東区毛利一丁目6-10","東京都","江東区","毛利1丁目","6-10","","35.692001","139.813176","(03)3631-0945","","","","1350001","","","7-503-00080","2021-06-03","2021-06-03","2021-06-03","","","新規","",""
"131083","131083E00038","江東区","セブンイレブン江東住吉２丁目店","セブンイレブンコウトウスミヨシ2チョウメテン","","コンビニエンスストア","コンビニエンスストア","131083","","東京都江東区住吉二丁目7-6","東京都","江東区","住吉2丁目","7-6","","35.688779","139.815212","(03)3631-1578","","","","1350002","有限会社黒澤商店","9010602008035","7-503-00075","2021-06-03","2021-06-03","2021-06-03","","","新規","",""
"131083","131083E00039","江東区","セブン－イレブン 江東猿江１丁目店","セブンーイレブン コウトウサルエ1チョウメテン","","コンビニエンスストア","コンビニエンスストア","131083","","東京都江東区猿江一丁目9-10","東京都","江東区","猿江1丁目","9-10","","35.685743","139.812781","(03)3632-3633","","","","1350003","","","7-503-00064","2021-06-03","2021-06-03","2021-06-03","","","新規","",""
"131083","131083E00040","江東区","セブンイレブン江東扇橋店","セブンイレブンコウトウオウギバシテン","","コンビニエンスストア","コンビニエンスストア","131083","","東京都江東区扇橋一丁目12-18","東京都","江東区","扇橋1丁目","12-18","","35.683110","139.813072","(03)3649-6697","","","","1350011","有限会社フジイ","6010602026089","7-503-00077","2021-06-03","2021-06-03","2021-06-03","","","新規","",""
"131083","131083E00041","江東区","セブンイレブン江東海辺店","セブンイレブンコウトウウミベテン","","コンビニエンスストア","コンビニエンスストア","131083","","東京都江東区海辺2-7","東京都","江東区","海辺","2-7","","35.680474","139.817972","(03)5634-1750","","","","1350012","有限会社黒澤商店","9010602008035","7-503-00062","2021-06-03","2021-06-03","2021-06-03","","","新規","",""
"131083","131083E00042","江東区","セブンイレブン江東佐賀１丁目店","セブンイレブンコウトウサガ1チョウメテン","","コンビニエンスストア","コンビニエンスストア","131083","","東京都江東区佐賀一丁目8-6","東京都","江東区","佐賀1丁目","8-6","","35.676471","139.790333","(03)3630-4077","","","","1350031","","","7-503-00086","2021-06-03","2021-06-03","2021-06-03","","","新規","",""
"131083","131083E00043","江東区","セブン－イレブン門前仲町駅西店","セブンーイレブンモンゼンナカチョウエキニシテン","","コンビニエンスストア","","131083","","東京都江東区永代二丁目31-1","東京都","江東区","永代2丁目","31-1","","35.673746","139.792373","(03)3643-3411","","","","1350034","","","7-503-00063","2021-06-03","2021-06-03","2021-06-03","","","新規","",""
"131083","131083E00044","江東区","セブン－イレブン江東木場１丁目店","セブンーイレブンコウトウキバ1チョウメテン","","コンビニエンスストア","コンビニエンスストア","131083","","東京都江東区木場一丁目5-25深川ギャザリアタワーS棟1階","東京都","江東区","木場1丁目","5-25 深川ギャザリアタワーS棟1階","","35.666718","139.804790","(03)5683-8701","","","","1350042","","","7-503-00084","2021-06-03","2021-06-03","2021-06-03","","","新規","",""
"131083","131083E00045","江東区","セブン－イレブン江東木場駅南店","セブンーイレブンコウトウキバエキナンテン","","コンビニエンスストア","コンビニエンスストア","131083","","東京都江東区木場五丁目1-4小林ニックハイム木場公園第2","東京都","江東区","木場5丁目","1-4 小林ニックハイム木場公園第2","","35.669023","139.805976","(03)3820-8208","","","","1350042","","","7-503-00087","2021-06-03","2021-06-03","2021-06-03","","","新規","",""
"131083","131083E00046","江東区","セブンイレブン東陽店","セブンイレブントウヨウテン","","コンビニエンスストア","コンビニエンスストア","131083","","東京都江東区東陽三丁目21-6","東京都","江東区","東陽3丁目","21-6","","35.669028","139.811773","(03)3644-4433","","","","1350016","株式会社テラモト","8010601018399","7-503-00067","2021-06-03","2021-06-03","2021-06-03","","","新規","",""
"131083","131083E00047","江東区","セブン－イレブン 江東区役所前店","セブンーンレブン コウトウクヤクショマエテン","","コンビニエンスストア","コンビニエンスストア","131083","","東京都江東区東陽五丁目31-17","東京都","江東区","東陽5丁目","31-17","","35.673144","139.815969","(03)3644-2101","","","","1350016","","","7-503-00065","2021-06-03","2021-06-03","2021-06-03","","","新規","",""
"131083","131083E00048","江東区","セブン－イレブン 江東塩浜２丁目店","セブンーイレブン コウトウシオハマ2チョウメテン","","コンビニエンスストア","","131083","","東京都江東区塩浜二丁目4-35","東京都","江東区","塩浜2丁目","4-35","","35.662323","139.803816","(03)5633-5785","","","","1350043","","","7-503-00070","2021-06-03","2021-06-03","2021-06-03","","","新規","",""
"131083","131083E00049","江東区","セブン－イレブン 江東塩浜店","セブンーイレブン コウトウシオハマテン","","コンビニエンスストア","","131083","","東京都江東区塩浜二丁目11-18ユンパーク木場1階","東京都","江東区","塩浜2丁目","11-18 ユンパーク木場1階","","35.663655","139.810091","(03)3645-1323","","","","1350043","有限会社矢数","3010602020400","7-503-00068","2021-06-03","2021-06-03","2021-06-03","","","新規","",""
"131083","131083E00050","江東区","セブンイレブン 江東枝川２丁目店","セブンイレブン コウトウエダカワ2チョウメテン","","コンビニエンスストア","","131083","","東京都江東区枝川二丁目2-8","東京都","江東区","枝川2丁目","2-8","","35.659207","139.807311","","","","","1350051","","","7-503-00066","2021-06-03","2021-06-03","2021-06-03","","","新規","",""
"131083","131083E00051","江東区","医療法人青峰会 くじらホスピタル","イリョウホウジンセイホウカイ クジラホスピタル","","集団給食施設","","131083","","東京都江東区枝川三丁目8-25","東京都","江東区","枝川3丁目","8-25","","35.659099","139.812592","(03)5634-1123","","","","1350051","医療法人青峰会","3500005003614","7-503-00091","2021-06-03","2021-06-03","2021-06-03","","","新規","",""
"131083","131083E00052","江東区","セブン－イレブン ＴＦＴ有明店","セブンーイレブン TFTアリアケテン","","コンビニエンスストア","","131083","","東京都江東区有明三丁目6-11TFTビル東館1階","東京都","江東区","有明3丁目","6-11 TFTビル東館1階","","35.630876","139.790550","(03)3529-5018","","","","1350063","有限会社吉田屋酒店","3010602023758","7-503-00074","2021-06-03","2021-06-03","2021-06-03","","","新規","",""
"131083","131083E00053","江東区","グリーングルメ","グリーングルメ","","弁当販売業","そうざいの販売","131083","","東京都江東区亀戸五丁目1-1アトレ亀戸地下一階","東京都","江東区","亀戸5丁目","1-1 アトレ亀戸地下一階","","35.697721","139.826408","(03)5858-6101","","","","1360071","株式会社ロック・フィールド","4140001002820","7-503-00093","2021-06-04","2021-06-04","2021-06-04","","","新規","",""
"131083","131083E00054","江東区","太陽の子森下三丁目保育園","タイヨウノコモリシタサンチョウメホイクエン","","集団給食施設","児童福祉施設","131083","","東京都江東区森下三丁目5-26","東京都","江東区","森下3丁目","5-26","","35.686880","139.801652","(03)6659-3621","","","","1350004","ＨＩＴＯＷＡキッズライフ株式会社","8013301017398","7-503-00100","2021-06-04","2021-06-04","2021-06-04","","","新規","",""
"131083","131083E00055","江東区","グローバルキッズ深川森下園（本園）","グローバルキッズフカガワモリシタエン(ホンエン)","","集団給食施設","児童福祉施設","131083","","東京都江東区森下四丁目10-8アプリーレ菊川2・3F","東京都","江東区","森下4丁目","10-8 アプリーレ菊川2・3F","","35.685913","139.805994","(03)3635-1666","","","","1350004","株式会社グローバルキッズ","7011801017596","7-503-00097","2021-06-04","2021-06-04","2021-06-04","","","新規","",""
"131083","131083E00056","江東区","グローバルキッズ清澄白河園","グローバルキッズキヨスミシラカワエン","","集団給食施設","児童福祉施設","131083","","東京都江東区白河三丁目1-11","東京都","江東区","白河3丁目","1-11","","35.681581","139.804384","(03)5809-8473","","","","1350021","株式会社グローバルキッズ","7011801017596","7-503-00098","2021-06-04","2021-06-04","2021-06-04","","","新規","",""
"131083","131083E00057","江東区","めといろ保育園東陽町園","メトイロホイクエントウヨウチョウエン","","集団給食施設","","131083","","東京都江東区塩浜二丁目27-14深川アルファ96-101室","東京都","江東区","塩浜2丁目","27-14 深川アルファ96-101室","","35.664211","139.816279","(03)6666-7883","","","","1350043","ＨＩＴＯＷＡキッズライフ株式会社","8013301017398","7-503-00095","2021-06-04","2021-06-04","2021-06-04","","","新規","",""
"131083","131083E00058","江東区","イトーヨーカドー北砂店","イトーヨーカドーキタスナテン","","百貨店、総合スーパー","百貨店・総合スーパー","131083","","東京都江東区北砂二丁目17-1アリオ北砂店1階","東京都","江東区","北砂2丁目","17-1 アリオ北砂店1階","","35.682804","139.825942","(03)3640-7111","","","","1360073","株式会社イトーヨーカ堂","2010001098023","7-503-00108","2021-06-07","2021-06-07","2021-06-07","","","新規","",""
"131083","131083E00059","江東区","イトーヨーカドー北砂店(催事場)","イトーヨーカドーキタスナテン(サイジジョウ)","","その他の食料・飲料販売業","スーパーマーケット","131083","","東京都江東区北砂二丁目17-1アリオ北砂店1階","東京都","江東区","北砂2丁目","17-1 アリオ北砂店1階","","35.682804","139.825942","(03)3640-7111","","","","1360073","株式会社イトーヨーカ堂","2010001098023","7-503-00110","2021-06-07","2021-06-07","2021-06-07","","","新規","",""
"131083","131083E00060","江東区","イトーヨーカドー北砂店（催事場２）","イトーヨーカドーキタスナテン(サイジジョウ2)","","その他の食料・飲料販売業","スーパーマーケット","131083","","東京都江東区北砂二丁目17-1アリオ北砂店1階","東京都","江東区","北砂2丁目","17-1 アリオ北砂店1階","","35.682804","139.825942","(03)3640-7111","","","","1360073","株式会社イトーヨーカ堂","2010001098023","7-503-00111","2021-06-07","2021-06-07","2021-06-07","","","新規","",""
"131083","131083E00061","江東区","セブンイレブン江東東砂５丁目店","セブンイレブンコウトウヒガシスナ5チョウメテン","","飲食店営業","コンビニエンスストア","131083","","東京都江東区東砂五丁目1-2","東京都","江東区","東砂5丁目","1-2","","35.675826","139.840196","(03)5683-4130","","","","1360074","ケンコーポレーション株式会社","6011702003928","1-503-00429","2021-06-07","2021-06-07","2021-06-07","2028-06-30","","新規","",""
"131083","131083E00062","江東区","セブンイレブン江東東砂８丁目店","セブンイレブンコウトウヒガシスナ8チョウメテン","","飲食店営業","コンビニエンスストア","131083","","東京都江東区東砂八丁目19-9","東京都","江東区","東砂8丁目","19-9","","35.668166","139.840988","(03)3646-4447","","","","1360074","有限会社吉田屋酒店","3010602023758","1-503-00432","2021-06-07","2021-06-07","2021-06-07","2028-06-30","","新規","",""
"131083","131083E00063","江東区","セブンイレブン新木場１丁目店","セブンイレブンシンキバ1チョウメテン","","飲食店営業","コンビニエンスストア","131083","","東京都江東区新木場一丁目4-7","東京都","江東区","新木場1丁目","4-7","","35.643796","139.824674","(03)3521-7711","","","","1360082","","","1-503-00430","2021-06-07","2021-06-07","2021-06-07","2028-06-30","","新規","",""
"131083","131083E00064","江東区","グローバルキッズ住吉園","グローバルキッズスミヨシエン","","集団給食施設","児童福祉施設","131083","","東京都江東区住吉一丁目7-8","東京都","江東区","住吉1丁目","7-8","","35.687967","139.811236","(03)3631-8011","","","","1350002","株式会社グローバルキッズ","7011801017596","7-503-00104","2021-06-07","2021-06-07","2021-06-07","","","新規","",""
"131083","131083E00065","江東区","株式会社ユーロトレーディングリミテッド","カブシキガイシャユーロトレーディングリミテッド","","その他の食料・飲料販売業","","131083","","東京都江東区富岡一丁目7-7不動前コーポラル1階","東京都","江東区","富岡1丁目","7-7 不動前コーポラル1階","","35.671413","139.796602","(03)3643-0551","","","","1350047","株式会社ユーロトレーディングリミテッド","4010601033699","7-503-00106","2021-06-07","2021-06-07","2021-06-07","","","新規","",""
"131083","131083E00066","江東区","VIP","VIP","","飲食店営業","船舶","131083","","東京都江東区辰巳二丁目地先7地貯木場跡係留保管施設","東京都","江東区","辰巳2丁目","地先7地貯木場跡係留保管施設","","35.649822","139.819994","","","","","1350053","株式会社アンドエム","7011801034914","1-503-00401","2021-06-07","2021-06-07","2021-06-07","2027-06-30","","新規","簡易な営業に限る。",""
"131083","131083E00067","江東区","もりのなかま保育園 亀戸園","モリノナカマホイクエン カメイドエン","","集団給食施設","","131083","","東京都江東区亀戸三丁目62-15ミオカステーロ亀戸Ⅱ101","東京都","江東区","亀戸3丁目","62-15 ミオカステーロ亀戸Ⅱ101","","35.703074","139.825240","(03)5858-8617","","","","1360071","株式会社Ｌａｔｅｒａｌ Ｋｉｄｓ","2370001023416","7-503-00116","2021-06-08","2021-06-08","2021-06-08","","","新規","",""
"131083","131083E00068","江東区","マサラキング東大島","マサラキングヒガシオオジマ","","食肉販売業（包装済みの食肉のみの販売）","カレー屋","131083","","東京都江東区大島八丁目33-14ハイネス東大島101","東京都","江東区","大島8丁目","33-14 ハイネス東大島101","","35.690305","139.842444","","","","","1360072","株式会社ＵＮＩＢＩＺＣＯＲＰＯＲＡＴＩＯＮ","8011701015427","7-503-00120","2021-06-08","2021-06-08","2021-06-08","","","新規","",""
